Group,Group Type,Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:15:17.154798000",0.007664,63,0xe694,0x0000,56.0,0xe694,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:15:17.193987000",0.00484,45,0x0000,0xe694,196.0,0x0000,0xe694
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:15:17.210198000",0.010733,54,0x0000,0xe694,197.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:15:17.220360000",0.008081,66,0xe694,0x0000,57.0,0xe694,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:15:17.285589000",0.004096,45,0x0000,0xe694,201.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Broadcast,Broadcast,Smart Socket,Socket,Broadcast,Broadcast,"Oct 13, 2023 17:15:27.921039000",0.002991,77,0xe694,0xffff,70.0,0xe694,0xfffc
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:15:39.969249000",1.271797,48,0x0000,0xe694,29.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:15:39.988548000",0.017411,50,0xe694,0x0000,77.0,0xe694,0x0000
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:15:39.991467000",0.000937,52,0xe694,0x0000,78.0,0xe694,0x0000
Smart Socket,Socket,Smart Socket,Socket,Broadcast,Broadcast,Smart Socket,Socket,Broadcast,Broadcast,"Oct 13, 2023 17:15:42.916578000",0.252618,77,0xe694,0xffff,79.0,0xe694,0xfffc
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:15:46.229991000",0.639796,48,0x0000,0xe694,33.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:15:46.248996000",0.017123,50,0xe694,0x0000,80.0,0xe694,0x0000
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:15:46.251920000",0.000941,52,0xe694,0x0000,81.0,0xe694,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:15:47.151589000",0.042415,52,0x0000,0xe694,42.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:15:47.161383000",0.007779,63,0xe694,0x0000,88.0,0xe694,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:15:47.197805000",0.003511,45,0x0000,0xe694,44.0,0x0000,0xe694
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:15:47.213499000",0.00882,54,0x0000,0xe694,45.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:15:47.223297000",0.007719,66,0xe694,0x0000,89.0,0xe694,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:15:47.294541000",0.002964,45,0x0000,0xe694,49.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Broadcast,Broadcast,Smart Socket,Socket,Broadcast,Broadcast,"Oct 13, 2023 17:16:12.942133000",0.243343,77,0xe694,0xffff,107.0,0xe694,0xfffc
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:16:17.161236000",0.715493,52,0x0000,0xe694,159.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:16:17.171178000",0.007934,63,0xe694,0x0000,108.0,0xe694,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:16:17.209785000",0.004985,45,0x0000,0xe694,161.0,0x0000,0xe694
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:16:17.234707000",0.019678,54,0x0000,0xe694,162.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:16:17.244551000",0.007763,66,0xe694,0x0000,109.0,0xe694,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:16:17.317641000",0.005261,45,0x0000,0xe694,166.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:16:22.180831000",0.965749,60,0xe694,0x0000,110.0,0xe694,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:16:22.225137000",0.042003,50,0x0000,0xe694,175.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:16:22.232408000",0.005318,45,0xe694,0x0000,111.0,0xe694,0x0000
Smart Socket,Socket,Smart Socket,Socket,Broadcast,Broadcast,Smart Socket,Socket,Broadcast,Broadcast,"Oct 13, 2023 17:16:27.900078000",0.558669,77,0xe694,0xffff,112.0,0xe694,0xfffc
Smart Socket,Socket,Smart Socket,Socket,Broadcast,Broadcast,Smart Socket,Socket,Broadcast,Broadcast,"Oct 13, 2023 17:16:42.904171000",0.128655,77,0xe694,0xffff,113.0,0xe694,0xfffc
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:16:47.171127000",0.814443,52,0x0000,0xe694,214.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:16:47.181310000",0.008166,63,0xe694,0x0000,114.0,0xe694,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:16:47.217739000",0.00729,54,0x0000,0xe694,216.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:16:47.227938000",0.008125,66,0xe694,0x0000,115.0,0xe694,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:16:47.251710000",0.021277,45,0x0000,0xe694,217.0,0x0000,0xe694
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:16:47.303066000",0.002848,45,0x0000,0xe694,221.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Broadcast,Broadcast,Smart Socket,Socket,Broadcast,Broadcast,"Oct 13, 2023 17:16:57.989765000",0.361247,77,0xe694,0xffff,116.0,0xe694,0xfffc
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:16:59.578241000",0.240162,57,0xe694,0x0000,117.0,0xe694,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:16:59.622890000",0.042443,50,0x0000,0xe694,242.0,0x0000,0xe694
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:16:59.626738000",0.003848,50,0x0000,0xe694,242.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:16:59.634086000",0.005394,45,0xe694,0x0000,118.0,0xe694,0x0000
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:16:59.649440000",0.013532,63,0xe694,0x0000,119.0,0xe694,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:16:59.704169000",0.05233,50,0x0000,0xe694,243.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:16:59.711458000",0.005347,45,0xe694,0x0000,120.0,0xe694,0x0000
Smart Socket,Socket,Smart Socket,Socket,Broadcast,Broadcast,Smart Socket,Socket,Broadcast,Broadcast,"Oct 13, 2023 17:17:12.953737000",0.579586,77,0xe694,0xffff,121.0,0xe694,0xfffc
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:17:17.161147000",0.520595,52,0x0000,0xe694,51.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:17:17.171143000",0.007979,63,0xe694,0x0000,122.0,0xe694,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:17:17.208069000",0.004797,45,0x0000,0xe694,53.0,0x0000,0xe694
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:17:17.218772000",0.005391,54,0x0000,0xe694,54.0,0x0000,0xe694
Smart Socket,Socket,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:17:17.228685000",0.007833,66,0xe694,0x0000,123.0,0xe694,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:17:17.312824000",0.007069,45,0x0000,0xe694,58.0,0x0000,0xe694
Coordinator,Coordinator,Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,"Oct 13, 2023 17:14:43.892595000",0.892595,77,0x0000,0xffff,103.0,0x0000,0xfffc
Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:14:47.149074000",1.625038,52,0x0000,0xe694,104.0,0x0000,0xe694
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:14:47.158813000",0.007733,63,0xe694,0x0000,48.0,0xe694,0x0000
Coordinator,Coordinator,Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,Power Plug 1,Socket,"Oct 13, 2023 17:14:47.183349000",0.022137,52,0x0000,0xe5c4,105.0,0x0000,0x6e5f
Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:14:47.194803000",0.004307,45,0x0000,0xe694,106.0,0x0000,0xe694
Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:14:47.204689000",0.003911,54,0x0000,0xe694,107.0,0x0000,0xe694
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:14:47.214557000",0.007789,66,0xe694,0x0000,49.0,0xe694,0x0000
Coordinator,Coordinator,Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,Power Plug 1,Socket,"Oct 13, 2023 17:14:47.242533000",0.025481,45,0x0000,0xe5c4,108.0,0x0000,0x6e5f
Coordinator,Coordinator,Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,Power Plug 1,Socket,"Oct 13, 2023 17:14:47.255132000",0.005608,54,0x0000,0xe5c4,109.0,0x0000,0x6e5f
Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,"Oct 13, 2023 17:14:47.269283000",0.001369,45,0x0000,0xe694,110.0,0x0000,0xe694
Coordinator,Coordinator,Power Plug 1,Socket,Coordinator,Coordinator,Power Plug 1,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:14:47.273839000",0.002774,66,0x6e5f,0x0000,227.0,0x6e5f,0x0000
Coordinator,Coordinator,Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 2,Socket,"Oct 13, 2023 17:14:47.279673000",0.003339,54,0x0000,0x482d,111.0,0x0000,0xc8f0
Coordinator,Coordinator,Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 2,Socket,"Oct 13, 2023 17:14:47.297991000",0.00452,52,0x0000,0x482d,112.0,0x0000,0xc8f0
Coordinator,Coordinator,Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,Power Plug 1,Socket,"Oct 13, 2023 17:14:47.310006000",0.009968,45,0x0000,0xe5c4,113.0,0x0000,0x6e5f
Coordinator,Coordinator,Power Plug 2,Socket,Coordinator,Coordinator,Power Plug 2,Socket,Coordinator,Coordinator,"Oct 13, 2023 17:14:47.331517000",0.005351,63,0xc8f0,0x0000,232.0,0xc8f0,0x0000
Coordinator,Coordinator,Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 2,Socket,"Oct 13, 2023 17:14:47.338754000",0.004838,45,0x0000,0x482d,114.0,0x0000,0xc8f0
Coordinator,Coordinator,Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 2,Socket,"Oct 13, 2023 17:14:47.352286000",0.004449,45,0x0000,0x482d,115.0,0x0000,0xc8f0
Coordinator,Coordinator,Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 2,Bulb,"Oct 13, 2023 17:14:59.325365000",1.400642,52,0x0000,0x482d,116.0,0x0000,0xa209
Coordinator,Coordinator,Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,Philips Motion,Bulb,"Oct 13, 2023 17:14:59.346223000",0.00216,48,0x0000,0xe5c4,117.0,0x0000,0xe5c4
Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 2,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.351606000",0.003464,57,0x482d,0x0000,29.0,0xa209,0x0000
Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.358328000",0.004515,55,0xe5c4,0x0000,131.0,0xe5c4,0x0000
Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 17:14:59.377779000",0.017309,48,0x0000,0x054f,118.0,0x0000,0xebe5
Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 13, 2023 17:14:59.395016000",0.004511,48,0x0000,0x054f,119.0,0x0000,0x054f
Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.400988000",0.004223,50,0xe5c4,0x0000,132.0,0xe5c4,0x0000
Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 2,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.405682000",0.002711,50,0x482d,0x0000,30.0,0xa209,0x0000
Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.408694000",0.00103,50,0xebe5,0x0000,3.0,0xebe5,0x0000
Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.411615000",0.000938,52,0xebe5,0x0000,4.0,0xebe5,0x0000
Coordinator,Coordinator,Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 1,Bulb,"Oct 13, 2023 17:14:59.418680000",0.005018,48,0x0000,0x482d,120.0,0x0000,0x482d
Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.423181000",0.004501,55,0xe5c4,0x0000,133.0,0xe5c4,0x0000
Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.432281000",0.006957,55,0xe5c4,0x0000,134.0,0xe5c4,0x0000
Coordinator,Coordinator,Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 1,Bulb,"Oct 13, 2023 17:14:59.445024000",0.0106,48,0x0000,0x482d,120.0,0x0000,0x482d
Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.447766000",0.002742,55,0x054f,0x0000,85.0,0x054f,0x0000
Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.452610000",0.002701,55,0x482d,0x0000,31.0,0x482d,0x0000
Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.457835000",0.003082,52,0xe5c4,0x0000,135.0,0xe5c4,0x0000
Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.461785000",0.001825,52,0xe5c4,0x0000,135.0,0xe5c4,0x0000
Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,Philips Motion,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.466137000",0.002305,52,0xe5c4,0x0000,136.0,0xe5c4,0x0000
Coordinator,Coordinator,Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 1,Bulb,"Oct 13, 2023 17:14:59.470660000",0.002476,48,0x0000,0x482d,120.0,0x0000,0x482d
Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.474607000",0.002028,50,0x054f,0x0000,87.0,0x054f,0x0000
Coordinator,Coordinator,Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 1,Bulb,"Oct 13, 2023 17:14:59.480569000",0.003979,48,0x0000,0x482d,120.0,0x0000,0x482d
Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.487236000",0.004748,52,0x054f,0x0000,88.0,0x054f,0x0000
Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.498241000",0.008958,52,0x054f,0x0000,89.0,0x054f,0x0000
Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.504439000",0.004151,50,0x482d,0x0000,32.0,0x482d,0x0000
Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.509252000",0.00283,55,0x054f,0x0000,90.0,0x054f,0x0000
Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 17:14:59.519540000",0.008145,45,0x0000,0x054f,121.0,0x0000,0xebe5
Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 13, 2023 17:14:59.545160000",0.009036,45,0x0000,0x054f,122.0,0x0000,0x054f
Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 13, 2023 17:14:59.549679000",0.004519,45,0x0000,0x054f,122.0,0x0000,0x054f
Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 13, 2023 17:14:59.556631000",0.005143,45,0x0000,0x054f,123.0,0x0000,0x054f
Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 13, 2023 17:14:59.568905000",0.010464,45,0x0000,0x054f,124.0,0x0000,0x054f
Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 13, 2023 17:14:59.575129000",0.004414,50,0x0000,0x054f,125.0,0x0000,0x054f
Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.594161000",0.017062,55,0x054f,0x0000,92.0,0x054f,0x0000
Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 13, 2023 17:14:59.607611000",0.011307,50,0x0000,0x054f,126.0,0x0000,0x054f
Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.625156000",0.015576,55,0x054f,0x0000,93.0,0x054f,0x0000
Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.644840000",0.017541,45,0x054f,0x0000,94.0,0x054f,0x0000
Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 2,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.674610000",0.002186,57,0x482d,0x0000,33.0,0xa209,0x0000
Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 2,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.679039000",0.002222,57,0x482d,0x0000,34.0,0xa209,0x0000
Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 2,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.685150000",0.003904,57,0x482d,0x0000,34.0,0xa209,0x0000
Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 2,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.709711000",0.00242,52,0x482d,0x0000,35.0,0xa209,0x0000
Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.713597000",0.001839,45,0x054f,0x0000,95.0,0x054f,0x0000
Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 2,Bulb,Coordinator,Coordinator,"Oct 13, 2023 17:14:59.719207000",0.003787,57,0x482d,0x0000,36.0,0xa209,0x0000
