Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
"Oct 12, 2023 16:13:12.832624",0.004087,108,0xc8f0,0x0000,0x886c,17,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.840402",0.007778,5,,,0x0002,17,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.857426",,45,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.862867",,45,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.864648",0.001781,5,,,0x0002,36,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.868479",,45,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.944728",,63,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.947127",0.002399,5,,,0x0002,53,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.990076",,50,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.993980",,50,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.997294",0.003314,50,0x4c2d,0x6e5f,0x8861,77,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.999249",0.001955,5,,,0x0002,77,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.004465",0.005216,106,0x6e5f,0x0000,0x886a,54,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.008982",,45,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.010804",0.001822,5,,,0x0002,54,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.011798",,50,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.013781",0.001983,5,,,0x0002,37,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.019592",,57,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.021799",0.002207,5,,,0x0002,55,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.061635",,50,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.065040",,50,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.069996",0.004956,5,,,0x0002,78,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.075056",,45,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.076879",0.001823,5,,,0x0002,56,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.553108",,60,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.555411",0.002303,5,,,0x0002,120,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.598671",,50,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.600624",0.001953,5,,,0x0002,39,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.605003",0.004379,77,0x0000,0xffff,0x8841,40,0x0000,0xfffc,0x1209,,,idel1.pcapng
"Oct 12, 2023 16:13:13.610983",,45,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.612806",0.001823,5,,,0x0002,121,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.742120",0.129314,12,0x2cae,0xe694,0x8863,154,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.742846",0.000726,5,,,0x0002,154,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:13.912933",0.170087,77,0xe694,0xffff,0x8841,122,0xe694,0xfffc,0x1209,,,idel1.pcapng
"Oct 12, 2023 16:13:14.801713",0.888780,102,0xc8f0,0xffff,0x8866,18,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:15.686990",0.885277,63,0xc8f0,0x0000,0x8861,19,,,,,,idel1.pcapng
