Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
"Oct 27, 2023 18:54:49.001159000",0.001909,52,0xa706,0x5bb9,110.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.003843000",0.002684,52,0x0000,0xa706,187.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.005814000",0.001971,52,0xa706,0x5bb9,110.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.010459000",0.004645,52,0xa706,0x5bb9,110.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.057674000",0.047215,52,0x0000,0xa706,188.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.059690000",0.002016,5,,,188.0,,
"Oct 27, 2023 18:54:49.061093000",0.001403,52,0x0000,0xa706,188.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.063097000",0.002004,5,,,188.0,,
"Oct 27, 2023 18:54:49.063913000",0.000816,52,0xa706,0x5bb9,111.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.067990000",0.004077,52,0x0000,0xa706,188.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.073281000",0.005291,52,0xa706,0x5bb9,111.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.077849000",0.004568,52,0x0000,0xa706,188.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.079982000",0.002133,5,,,111.0,,
"Oct 27, 2023 18:54:49.080932000",0.00095,52,0xa706,0x5bb9,112.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.252047000",0.171115,52,0x0000,0xa706,189.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.254062000",0.002015,5,,,189.0,,
"Oct 27, 2023 18:54:49.255707000",0.001645,52,0x0000,0xa706,189.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.257712000",0.002005,5,,,189.0,,
"Oct 27, 2023 18:54:49.258481000",0.000769,52,0xa706,0x5bb9,113.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.261990000",0.003509,52,,,204.0,,
"Oct 27, 2023 18:54:49.268117000",0.006127,5,,,159.0,,
"Oct 27, 2023 18:54:49.271551000",0.003434,57,0xa706,0x0000,115.0,0x5bb9,0x0000
"Oct 27, 2023 18:54:49.273758000",0.002207,5,,,115.0,,
"Oct 27, 2023 18:54:49.275401000",0.001643,52,0x0000,0xa706,189.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.277419000",0.002018,5,,,189.0,,
"Oct 27, 2023 18:54:49.281265000",0.003846,52,0xa706,0x5bb9,116.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.310752000",0.029487,52,0x0000,0xa706,190.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.312767000",0.002015,5,,,190.0,,
"Oct 27, 2023 18:54:49.316477000",0.00371,52,0xa706,0x5bb9,117.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.321275000",0.004798,52,0xa706,0x5bb9,117.0,,
"Oct 27, 2023 18:54:49.325922000",0.004647,52,0xa706,0x5bb9,117.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.330560000",0.004638,52,0xa706,0x5bb9,117.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.335286000",0.004726,52,0x0000,0xa706,190.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.339287000",0.004001,52,0x0000,0xa706,190.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.341304000",0.002017,5,,,190.0,,
"Oct 27, 2023 18:54:49.344108000",0.002804,52,0x0000,0xa706,190.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.349767000",0.005659,52,0xa706,0x5bb9,118.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.354412000",0.004645,52,0xa706,0x5bb9,118.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.374842000",0.02043,5,,,161.0,,
"Oct 27, 2023 18:54:49.378429000",0.003587,50,0xa706,0x0000,119.0,0x5bb9,0x0000
"Oct 27, 2023 18:54:49.380412000",0.001983,5,,,119.0,,
"Oct 27, 2023 18:54:49.394220000",0.013808,52,0x0000,0xa706,191.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.396228000",0.002008,5,,,191.0,,
"Oct 27, 2023 18:54:49.398608000",0.00238,52,0x0000,0xa706,191.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.402624000",0.004016,52,0x0000,0xa706,191.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.404686000",0.002062,52,0xa706,0x5bb9,120.0,0x0000,0x5bb9
