Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
"Oct 28, 2023 13:12:15.410557000",0.001809,5,,,52.0,,
"Oct 28, 2023 13:12:15.414144000",0.003587,52,0xec7f,0x0000,19.0,0xec7f,0x0000
"Oct 28, 2023 13:12:15.416191000",0.002047,5,,,19.0,,
"Oct 28, 2023 13:12:15.420955000",0.004764,45,0x0000,0xec7f,53.0,0x0000,0xec7f
"Oct 28, 2023 13:12:15.422765000",0.00181,5,,,53.0,,
"Oct 28, 2023 13:12:15.430902000",0.008137,45,0x0000,0xec7f,54.0,0x0000,0xec7f
"Oct 28, 2023 13:12:15.432712000",0.00181,5,,,54.0,,
"Oct 28, 2023 13:12:15.450922000",0.01821,50,0x0000,0xec7f,55.0,0x0000,0xec7f
"Oct 28, 2023 13:12:15.452891000",0.001969,5,,,55.0,,
"Oct 28, 2023 13:12:15.466203000",0.013312,50,0x0000,0xec7f,56.0,0x0000,0xec7f
"Oct 28, 2023 13:12:15.468172000",0.001969,5,,,56.0,,
"Oct 28, 2023 13:12:15.472403000",0.004231,55,0xec7f,0x0000,20.0,0xec7f,0x0000
"Oct 28, 2023 13:12:15.474546000",0.002143,5,,,20.0,,
"Oct 28, 2023 13:12:15.484666000",0.01012,55,0xec7f,0x0000,21.0,0xec7f,0x0000
"Oct 28, 2023 13:12:15.486809000",0.002143,5,,,21.0,,
"Oct 28, 2023 13:12:15.522224000",0.035415,45,0xec7f,0x0000,22.0,0xec7f,0x0000
"Oct 28, 2023 13:12:15.524046000",0.001822,5,,,22.0,,
"Oct 28, 2023 13:12:15.537979000",0.013933,45,0xec7f,0x0000,23.0,0xec7f,0x0000
"Oct 28, 2023 13:12:15.539802000",0.001823,5,,,23.0,,
"Oct 28, 2023 13:12:15.627511000",0.087709,53,0xc31c,0x1cd8,118.0,0xc31c,0x0000
"Oct 28, 2023 13:12:15.629590000",0.002079,5,,,118.0,,
"Oct 28, 2023 13:12:15.636942000",0.007352,57,0x1cd8,0x0000,213.0,0xc31c,0x0000
"Oct 28, 2023 13:12:15.639149000",0.002207,5,,,213.0,,
"Oct 28, 2023 13:12:15.691588000",0.052439,53,0x1cd8,0x0000,214.0,0xc31c,0x0000
"Oct 28, 2023 13:12:15.693666000",0.002078,5,,,214.0,,
"Oct 28, 2023 13:12:15.875694000",0.182028,12,0x059b,0xec7f,192.0,,
"Oct 28, 2023 13:12:15.876448000",0.000754,5,,,192.0,,
"Oct 28, 2023 13:12:16.343814000",0.467366,55,0xec7f,0x0000,24.0,0xec7f,0x0000
"Oct 28, 2023 13:12:16.345957000",0.002143,5,,,24.0,,
"Oct 28, 2023 13:12:16.387587000",0.04163,52,0xec7f,0x0000,25.0,0xec7f,0x0000
"Oct 28, 2023 13:12:16.389634000",0.002047,5,,,25.0,,
"Oct 28, 2023 13:12:16.403350000",0.013716,45,0x0000,0xec7f,57.0,0x0000,0xec7f
"Oct 28, 2023 13:12:16.405159000",0.001809,5,,,57.0,,
"Oct 28, 2023 13:12:16.406589000",0.00143,12,0x059b,0xec7f,193.0,,
"Oct 28, 2023 13:12:16.407342000",0.000753,5,,,193.0,,
"Oct 28, 2023 13:12:16.430694000",0.023352,50,0x0000,0xec7f,58.0,0x0000,0xec7f
"Oct 28, 2023 13:12:16.432663000",0.001969,5,,,58.0,,
"Oct 28, 2023 13:12:16.436663000",0.004,55,0xec7f,0x0000,26.0,0xec7f,0x0000
"Oct 28, 2023 13:12:16.438806000",0.002143,5,,,26.0,,
"Oct 28, 2023 13:12:16.482949000",0.044143,45,0xec7f,0x0000,27.0,0xec7f,0x0000
"Oct 28, 2023 13:12:16.484771000",0.001822,5,,,27.0,,
"Oct 28, 2023 13:12:16.937601000",0.45283,12,0x059b,0xec7f,194.0,,
"Oct 28, 2023 13:12:16.942950000",0.005349,12,0x059b,0xec7f,194.0,,
"Oct 28, 2023 13:12:16.943703000",0.000753,5,,,194.0,,
"Oct 28, 2023 13:12:17.106069000",0.162366,50,0x0000,0x711c,59.0,0x0000,0x711c
"Oct 28, 2023 13:12:17.108053000",0.001984,5,,,59.0,,
"Oct 28, 2023 13:12:17.112407000",0.004354,55,0x711c,0x0000,100.0,,
"Oct 28, 2023 13:12:17.114550000",0.002143,5,,,100.0,,
"Oct 28, 2023 13:12:17.162376000",0.047826,5,,,101.0,,
"Oct 28, 2023 13:12:17.202302000",0.039926,50,0x0000,0x711c,60.0,0x0000,0x711c
"Oct 28, 2023 13:12:17.204285000",0.001983,5,,,,,
"Oct 28, 2023 13:12:17.257026000",0.052741,53,0x711c,0x0000,103.0,,
"Oct 28, 2023 13:12:17.259105000",0.002079,5,,,103.0,,
"Oct 28, 2023 13:12:17.438544000",0.179439,12,0x059b,0xec7f,195.0,,
"Oct 28, 2023 13:12:17.439297000",0.000753,5,,,195.0,,
"Oct 28, 2023 13:12:17.743631000",0.304334,54,0x946e,0x0000,26.0,0x946e,0x0000
"Oct 28, 2023 13:12:17.745742000",0.002111,5,,,26.0,,
"Oct 28, 2023 13:12:17.969174000",0.223432,12,0x059b,0xec7f,196.0,,
"Oct 28, 2023 13:12:17.969928000",0.000754,5,,,196.0,,
"Oct 28, 2023 13:12:18.249038000",0.27911,12,0x946e,0x0000,27.0,,
"Oct 28, 2023 13:12:18.249804000",0.000766,5,,,27.0,,
