File Name,Original Size (KB),GZIP Size (KB),BZIP2 Size (KB),LZMA Size (KB),PPMD Size (KB),SNAPPY Size (KB),BROTLI Size (KB),LZ4 Size (KB),LZ4_RAW Size (KB),ZSTD Size (KB),LZO Size (KB),8-bit Entropy Min Size (KB),16-bit Entropy Min Size (KB),8-bit Conditional Entropy Min Size (KB)
Topology_B_fix_duration_5s_index_b33.npy,12423.908203125,1568.1923828125,1584.0,987.56640625,1559.75,2519.8271484375,997.052734375,2014.4306640625,2011.5087890625,1289.740234375,2124.33203125,6275.973168238878,3137.986584119439,4460.698246531389
Topology_A_fix_duration_5s_index_b62.npy,8440.822265625,1476.5419921875,1651.904296875,1112.2734375,1426.140625,1996.39453125,1094.5,1727.2841796875,1725.634765625,1288.0263671875,1871.2548828125,6498.500240009279,3249.2501200046395,4391.549411824295
Topology_B_fix_duration_5s_index_b43.npy,12423.908203125,1867.177734375,1964.9248046875,1253.48046875,1657.4736328125,2789.2919921875,1221.9375,2303.521484375,2300.7255859375,1565.83203125,2584.8740234375,8024.203590366308,4012.101795183154,5482.142964135883
Topology_A_fix_duration_5s_index_b30.npy,4241.091796875,833.51171875,950.7919921875,647.69921875,809.07421875,1131.3544921875,642.203125,1031.6201171875,1030.728515625,775.798828125,1067.0537109375,3416.316614832775,1708.1583074163875,2248.889367520756
Topology_A_fix_duration_5s_index_b7.npy,1091.2939453125,212.1376953125,205.9853515625,159.4609375,194.1396484375,319.111328125,164.9345703125,295.357421875,295.0693359375,201.6708984375,306.1796875,743.3419355769169,371.6709677884584,566.8347088620691
Topology_B_fix_duration_5s_index_b36.npy,12423.908203125,1661.8310546875,1704.056640625,1083.51953125,1521.3095703125,2594.0625,1060.6669921875,2151.720703125,2148.9189453125,1419.0830078125,2305.9921875,6999.7555798242365,3499.8777899121183,4758.303897482041
Topology_A_fix_duration_5s_index_b45.npy,8440.822265625,1318.3603515625,1392.44921875,929.86328125,1235.3369140625,1925.66015625,909.76953125,1622.814453125,1621.0908203125,1130.0595703125,1806.6494140625,5519.549161186089,2759.7745805930444,3664.1049542989726
Topology_A_fix_duration_5s_index_b42.npy,8440.822265625,1257.2294921875,1321.958984375,872.7265625,1186.9677734375,1924.33203125,854.3115234375,1597.2001953125,1595.48046875,1099.71484375,1779.7470703125,5165.752719596551,2582.8763597982756,3484.6623538324757
Topology_A_fix_duration_5s_index_b50.npy,8440.822265625,1385.072265625,1511.2578125,1001.3125,1317.1728515625,1941.6904296875,986.796875,1658.1689453125,1656.4482421875,1189.384765625,1822.9365234375,5915.785531759101,2957.8927658795506,3997.9345346371847
Topology_B_fix_duration_5s_index_b60.npy,12423.908203125,2176.6181640625,2419.4638671875,1572.453125,2001.4326171875,2914.6865234375,1559.6611328125,2474.4228515625,2471.740234375,1832.1591796875,2725.2646484375,9983.836362803806,4991.918181401903,6696.008968619319
Topology_B_fix_duration_5s_index_b12.npy,3151.5703125,578.30859375,576.5556640625,378.1875,496.50390625,851.1123046875,388.72265625,765.56640625,764.8681640625,509.095703125,811.6083984375,2103.460863852725,1051.7304319263626,1568.718968078395
Topology_A_fix_duration_5s_index_b6.npy,1091.2939453125,182.7607421875,173.0791015625,135.1953125,169.267578125,304.70703125,140.494140625,280.3330078125,280.0595703125,174.2041015625,290.1708984375,639.776578245542,319.888289122771,523.3364056398497
Topology_B_fix_duration_5s_index_b27.npy,6242.349609375,1133.6357421875,1296.2353515625,839.8046875,1092.4033203125,1576.3720703125,834.76953125,1403.8720703125,1402.5439453125,1002.294921875,1488.9326171875,4732.646664479822,2366.323332239911,3336.699756011876
Topology_A_fix_duration_5s_index_b3.npy,1091.2939453125,94.0615234375,76.2099609375,65.98828125,108.0830078125,222.1669921875,68.6435546875,189.12109375,188.7216796875,109.560546875,208.6748046875,337.1159666243862,168.5579833121931,307.3557470811375
Topology_B_fix_duration_5s_index_b35.npy,12423.908203125,1631.94140625,1665.9716796875,1046.671875,1522.728515625,2568.6953125,1039.384765625,2105.8056640625,2102.8408203125,1373.7919921875,2252.1826171875,6817.995678525718,3408.997839262859,4647.854754526375
Topology_B_fix_duration_5s_index_b51.npy,12423.908203125,2059.0048828125,2258.3603515625,1440.05078125,1859.5615234375,2836.2001953125,1419.4638671875,2388.4072265625,2385.693359375,1707.833984375,2659.677734375,9135.473143144784,4567.736571572392,6316.852682287423
Topology_A_fix_duration_5s_index_b16.npy,2141.2265625,492.716796875,543.443359375,368.11328125,461.771484375,635.0341796875,375.4423828125,582.1142578125,581.646484375,445.2529296875,613.5625,1721.7112086254222,860.8556043127111,1195.239829258305
Topology_B_fix_duration_5s_index_b16.npy,3151.5703125,686.3115234375,761.041015625,502.8515625,643.2392578125,892.4267578125,513.3193359375,808.076171875,807.4970703125,611.6396484375,856.2841796875,2553.9700641324757,1276.9850320662379,1759.9405656836227
Topology_A_fix_duration_5s_index_b60.npy,8440.822265625,1483.5478515625,1649.2099609375,1112.18359375,1429.134765625,2000.9990234375,1094.0498046875,1730.8955078125,1729.1767578125,1298.388671875,1874.3291015625,6648.249336256432,3324.124668128216,4301.866765972939
Topology_A_fix_duration_5s_index_b21.npy,4241.091796875,713.1513671875,719.4716796875,496.55078125,689.9609375,1070.859375,484.044921875,956.7490234375,955.892578125,637.3544921875,1012.0673828125,2635.2173398389286,1317.6086699194643,1878.2319695411609
Topology_A_fix_duration_5s_index_b5.npy,1091.2939453125,154.4794921875,138.9404296875,110.98046875,144.71484375,284.2890625,115.1875,255.3134765625,255.046875,148.609375,267.9326171875,541.2975860159582,270.6487930079791,466.0917125230757
Topology_B_fix_duration_5s_index_b2.npy,1606.1806640625,87.6650390625,67.712890625,62.16796875,158.6181640625,266.7138671875,63.8798828125,270.732421875,270.3779296875,128.8779296875,268.5068359375,279.31437443696865,139.65718721848432,267.0413481866669
Topology_A_fix_duration_5s_index_b64.npy,8440.822265625,1466.689453125,1638.9892578125,1106.203125,1427.5625,1980.8076171875,1090.9423828125,1712.201171875,1710.4111328125,1279.4482421875,1858.595703125,6407.704642242537,3203.8523211212687,4434.520911040466
