Device Name,Device Type,Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
Ledvance Bulb,Bulb,"Oct 28, 2023 13:12:03.066654",,50,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:03.068640",0.001986,5,,,0x0002,9.0,,,,,,physicalInteraction1.pcapng
Philips Motion,Motion,"Oct 28, 2023 13:12:03.071848",0.003208,12,0x059b,0xec7f,0x8863,166.0,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:03.072601",0.000753,5,,,0x0002,166.0,,,,,,physicalInteraction1.pcapng
Philips Motion,Motion,"Oct 28, 2023 13:12:03.079443",,45,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:03.081253",0.00181,5,,,0x0002,167.0,,,,,,physicalInteraction1.pcapng
Ledvance Bulb,Bulb,"Oct 28, 2023 13:12:03.084537",0.003284,57,0xec7f,0x0000,0x8861,10.0,0x059b,0x0000,0x1a09,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:03.086743",0.002206,5,,,0x0002,10.0,,,,,,physicalInteraction1.pcapng
Ledvance Bulb,Bulb,"Oct 28, 2023 13:12:03.131674",,45,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:03.133496",0.001822,5,,,0x0002,11.0,,,,,,physicalInteraction1.pcapng
Ledvance Smart+ Plug,Socket,"Oct 28, 2023 13:12:03.490211",0.356715,74,0x0112,0xffff,0x8841,59.0,0x0112,0xfffc,0x1209,,,physicalInteraction1.pcapng
Philips Motion,Motion,"Oct 28, 2023 13:12:03.562213",0.072002,12,0x059b,0xec7f,0x8863,168.0,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:03.562966",0.000753,5,,,0x0002,168.0,,,,,,physicalInteraction1.pcapng
Philips Motion,Motion,"Oct 28, 2023 13:12:04.063791",0.500825,12,0x059b,0xec7f,0x8863,169.0,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:04.064544",0.000753,5,,,0x0002,169.0,,,,,,physicalInteraction1.pcapng
Aqara Motion,Motion,"Oct 28, 2023 13:12:04.248918",,57,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:04.251125",0.002207,5,,,0x0002,69.0,,,,,,physicalInteraction1.pcapng
Philips Motion,Motion,"Oct 28, 2023 13:12:04.563355",0.31223,12,0x059b,0xec7f,0x8863,170.0,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:04.564109",0.000754,5,,,0x0002,170.0,,,,,,physicalInteraction1.pcapng
Ledvance Bulb,Bulb,"Oct 28, 2023 13:12:04.757315",0.193206,77,0xec7f,0xffff,0x8841,12.0,0xec7f,0xfffc,0x1209,,,physicalInteraction1.pcapng
Philips Motion,Motion,"Oct 28, 2023 13:12:05.094639",0.337324,12,0x059b,0xec7f,0x8863,171.0,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:05.095393",0.000754,5,,,0x0002,171.0,,,,,,physicalInteraction1.pcapng
Philips Motion,Motion,"Oct 28, 2023 13:12:05.593354",0.497961,12,0x059b,0xec7f,0x8863,172.0,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:05.594107",0.000753,5,,,0x0002,172.0,,,,,,physicalInteraction1.pcapng
Philips Motion,Motion,"Oct 28, 2023 13:12:06.126730",0.532623,12,0x059b,0xec7f,0x8863,173.0,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:06.127483",0.000753,5,,,0x0002,173.0,,,,,,physicalInteraction1.pcapng
Philips Motion,Motion,"Oct 28, 2023 13:12:06.624613",0.49713,12,0x059b,0xec7f,0x8863,174.0,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:06.625367",0.000754,5,,,0x0002,174.0,,,,,,physicalInteraction1.pcapng
Aqara Button,Button,"Oct 28, 2023 13:12:06.696638",,53,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:06.698718",0.00208,5,,,0x0002,115.0,,,,,,physicalInteraction1.pcapng
Philips Lamp 1,Bulb,"Oct 28, 2023 13:12:06.702765",0.004047,57,0x1cd8,0x0000,0x8861,195.0,0xc31c,0x0000,0x1a09,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:06.704972",0.002207,5,,,0x0002,195.0,,,,,,physicalInteraction1.pcapng
Philips Lamp 1,Bulb,"Oct 28, 2023 13:12:06.751550",,53,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:06.753628",0.002078,5,,,0x0002,196.0,,,,,,physicalInteraction1.pcapng
Coordinator,Coordinator,"Oct 28, 2023 13:12:06.804588",,48,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:06.806493",0.001905,5,,,0x0002,33.0,,,,,,physicalInteraction1.pcapng
Ledvance Bulb,Bulb,"Oct 28, 2023 13:12:06.810327",,48,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:06.812213",0.001886,5,,,0x0002,13.0,,,,,,physicalInteraction1.pcapng
Moes Bulb,Bulb,"Oct 28, 2023 13:12:06.819973",0.00776,50,0x1e15,0x0000,0x8861,63.0,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:06.821956",0.001983,5,,,0x0002,63.0,,,,,,physicalInteraction1.pcapng
Philips Motion,Motion,"Oct 28, 2023 13:12:07.124946",0.30299,12,0x059b,0xec7f,0x8863,175.0,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:07.125699",0.000753,5,,,0x0002,175.0,,,,,,physicalInteraction1.pcapng
Philips Motion,Motion,"Oct 28, 2023 13:12:07.656568",0.530869,12,0x059b,0xec7f,0x8863,176.0,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:07.657321",0.000753,5,,,0x0002,176.0,,,,,,physicalInteraction1.pcapng
Smart Socket,Socket,"Oct 28, 2023 13:12:07.719094",0.061773,77,0xe1a6,0xffff,0x8841,201.0,0xe1a6,0xfffc,0x1209,,,physicalInteraction1.pcapng
Philips Motion,Motion,"Oct 28, 2023 13:12:08.158217",0.439123,12,0x059b,0xec7f,0x8863,177.0,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:12:08.158970",0.000753,5,,,0x0002,177.0,,,,,,physicalInteraction1.pcapng
Power Plug 2,Socket,"Oct 28, 2023 13:12:08.676152",0.517182,74,0xa706,0xffff,0x8841,14.0,0xa706,0xfffc,0x1209,,,physicalInteraction1.pcapng
