File Name,Original Size (KB),Start Time,End Time,Delta Time (s),GZIP Size (KB),BZIP2 Size (KB),LZMA Size (KB),PPMD Size (KB),SNAPPY Size (KB),BROTLI Size (KB),LZ4 Size (KB),LZ4_RAW Size (KB),ZSTD Size (KB),LZO Size (KB),8-bit Entropy Min Size (KB),16-bit Entropy Min Size (KB),8-bit Conditional Entropy Min Size (KB),Category
powerPhilipsLamp3-3.pcapng,19.70703125,2023-10-31 16:23:12.000000,2023-10-31 16:28:04.177623,292.1776230335236,5.43359375,6.154296875,4.625,5.5283203125,7.228515625,4.7041015625,6.9462890625,6.5087890625,4.9443359375,6.8515625,13.502159866635688,6.751079933317843,6.533276725971126,Power
powerPowerPlug2.pcapng,86.61328125,2023-10-29 16:39:50.000000,2023-10-29 16:44:51.064407,301.06440711021423,16.552734375,19.6162109375,13.93359375,17.7724609375,23.1259765625,14.2744140625,20.25390625,20.2265625,15.232421875,20.79296875,62.33798595315246,31.16899297657623,34.66016389024278,Power
powerLedvanceBulb1.pcapng,87.328125,2023-10-29 15:32:07.000000,2023-10-29 15:37:11.325748,304.3257479667664,21.380859375,23.7529296875,18.12109375,21.4501953125,29.4306640625,18.416015625,26.0302734375,25.998046875,19.76171875,27.2138671875,61.36655712706294,30.68327856353147,35.70447302571399,Power
powerSmartSocket3.pcapng,133.046875,2023-10-29 15:24:11.000000,2023-10-29 15:29:16.309136,305.3091359138489,30.6962890625,33.81640625,25.796875,31.001953125,42.759765625,26.3349609375,37.8046875,37.7744140625,28.4521484375,39.5830078125,90.8598204525986,45.429910226299306,55.35877425580754,Power
powerLedvanceBulb3.pcapng,79.46875,2023-10-29 15:43:08.000000,2023-10-29 15:48:16.190006,308.19000601768494,20.9677734375,23.08203125,17.875,20.82421875,28.615234375,18.224609375,25.46484375,25.4326171875,19.6767578125,26.7197265625,56.21331706745941,28.106658533729707,32.83979543453016,Power
powerPhilipsLamp3-2.pcapng,29.43359375,2023-10-31 16:17:32.000000,2023-10-31 16:22:43.925765,311.9257650375366,6.5029296875,7.681640625,5.5546875,6.91796875,8.908203125,5.60546875,8.478515625,7.919921875,5.8251953125,8.2666015625,20.749536078403043,10.374768039201522,10.146119067409924,Power
powerPhilipsLamp3-1.pcapng,73.12890625,2023-10-31 16:11:14.000000,2023-10-31 16:16:26.136488,312.13648796081543,13.6015625,16.0322265625,11.453125,14.6640625,18.9423828125,11.60546875,16.7041015625,16.6708984375,12.2333984375,17.03515625,52.21072297044808,26.10536148522404,28.173809385182643,Power
powerPowerPlug5.pcapng,50.07421875,2023-10-29 17:57:54.000000,2023-10-29 18:02:59.914789,305.9147889614105,11.4404296875,13.2705078125,9.73828125,11.9482421875,15.70703125,9.9541015625,14.966796875,14.0224609375,10.4970703125,14.64453125,35.52580649808445,17.762903249042225,18.6717608768112,Power
powerPhilipsLamp2-3.pcapng,19.79296875,2023-10-31 17:00:39.000000,2023-10-31 17:05:32.164910,293.1649100780487,4.80859375,5.6669921875,4.1171875,5.072265625,6.435546875,4.1943359375,6.0439453125,5.7685546875,4.3798828125,6.0078125,13.802292501902413,6.901146250951206,6.236226046106984,Power
powerPhilipsLamp1-2.pcapng,80.8359375,2023-10-29 17:02:10.000000,2023-10-29 17:07:08.148635,298.1486349105835,16.0009765625,18.6962890625,13.41796875,17.0712890625,22.3447265625,13.7734375,19.533203125,19.5009765625,14.650390625,20.1806640625,58.08580354135327,29.04290177067664,31.727168536370897,Power
powerLedvanceZ3Plug2.pcapng,79.30859375,2023-10-29 15:56:05.000000,2023-10-29 16:01:08.110097,303.1100969314575,19.193359375,21.4013671875,16.2734375,19.396484375,26.435546875,16.5654296875,23.373046875,23.341796875,17.775390625,24.6123046875,56.14169701454285,28.070848507271425,31.805700747575305,Power
idle3.pcapng,1261.45703125,2023-10-26 19:21:08.000000,2023-10-26 20:19:03.511234,3475.5112340450287,444.94140625,419.8447265625,361.5703125,395.81640625,604.8095703125,374.15234375,537.603515625,537.3798828125,411.08984375,567.7216796875,871.1230357490748,435.5615178745374,626.3512962821088,Idle
idle1.pcapng,1569.90625,2023-10-26 17:22:33.000000,2023-10-26 18:19:56.775543,3443.775542974472,516.5185546875,479.6513671875,411.43359375,455.07421875,718.876953125,425.4873046875,635.9951171875,635.7158203125,476.2880859375,672.1640625,1064.524250920756,532.262125460378,743.2902008417055,Idle
idle2.pcapng,1353.33203125,2023-10-26 18:20:09.000000,2023-10-26 19:20:45.860466,3636.860466003418,466.392578125,434.5546875,374.1953125,410.9208984375,639.6318359375,386.009765625,568.14453125,567.888671875,428.9228515625,600.4306640625,924.435881418725,462.2179407093625,653.2177470554009,Idle
AppInteraction2.pcapng,165.28125,2023-10-27 18:43:57.000000,2023-10-27 18:46:32.989748,155.98974800109863,57.134765625,54.9052734375,47.34375,52.0166015625,78.6162109375,48.8603515625,70.9384765625,70.88671875,52.7958984375,74.087890625,112.2962023224492,56.1481011612246,72.98044731256252,Web_Interaction
AppInteraction5.pcapng,187.23046875,2023-10-27 17:02:47.000000,2023-10-27 17:05:41.489613,174.48961305618286,66.9541015625,64.892578125,56.07421875,61.11328125,91.5078125,57.7119140625,82.6083984375,82.572265625,62.81640625,85.869140625,128.48988467767418,64.24494233883709,86.01963679850762,Web_Interaction
AppInteraction4.pcapng,192.34765625,2023-10-27 16:50:40.000000,2023-10-27 16:53:40.915997,180.91599702835083,65.478515625,62.568359375,54.328125,59.6259765625,90.7802734375,56.2294921875,81.2265625,81.17578125,60.7099609375,84.8447265625,128.88430753437538,64.44215376718769,85.05943131959052,Web_Interaction
AppInteraction1.pcapng,168.81640625,2023-10-27 18:36:30.000000,2023-10-27 18:39:23.696144,173.6961441040039,57.7431640625,55.509765625,47.8828125,52.712890625,79.6240234375,49.388671875,71.6162109375,71.5634765625,53.447265625,74.8193359375,114.48970019472752,57.24485009736376,74.71995490398228,Web_Interaction
AppInteraction6.pcapng,148.22265625,2023-10-27 17:33:12.000000,2023-10-27 17:35:45.225464,153.22546410560608,51.3603515625,49.4970703125,42.875,47.0244140625,70.734375,44.1484375,63.78125,63.73828125,47.74609375,66.5615234375,100.40083285898828,50.20041642949413,64.91295221668645,Web_Interaction
AppInteraction3.pcapng,365.7265625,2023-10-27 18:54:40.000000,2023-10-27 18:58:13.406002,213.4060020446777,102.1298828125,102.73046875,83.42578125,95.9365234375,142.5556640625,86.72265625,127.759765625,127.685546875,94.5966796875,133.40234375,246.49947334325367,123.24973667162683,166.43139142931398,Web_Interaction
