Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
"Oct 13, 2023 18:09:38.276975",0.002096,57,0x054f,0x0000,0x8861,231,0x3181,0x0000,0x1a09,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:38.279182",0.002207,5,,,0x0002,231,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:38.326164",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:38.328274",0.002110,5,,,0x0002,232,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:38.778387",0.450113,12,0x3181,0x054f,0x8863,164,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:38.779140",0.000753,5,,,0x0002,164,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:39.733954",0.954814,74,0x482d,0xffff,0x8841,57,0x482d,0xfffc,0x1209,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:40.974493",1.240539,68,0xebe5,0xffff,0x8841,233,0xebe5,0xfffc,0x1209,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:41.651448",0.676955,5,,,0x0002,48,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:41.692458",,50,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:41.694441",0.001983,5,,,0x0002,71,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:41.699168",,50,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:41.708156",0.008988,5,,,0x0002,49,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:41.800379",,52,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:41.802396",0.002017,5,,,0x0002,213,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:41.806424",,52,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:41.808471",0.002047,5,,,0x0002,61,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:42.291834",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:42.293945",0.002111,5,,,0x0002,72,,,,,,physicalInteraction2.pcapng
