Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
"Oct 13, 2023 16:19:03.490064000",0.001922,12,0x2cae,0x0000,170.0,,
"Oct 13, 2023 16:19:03.490831000",0.000767,5,,,170.0,,
"Oct 13, 2023 16:19:03.492939000",0.002108,55,0x054f,0x0000,86.0,0x054f,0x0000
"Oct 13, 2023 16:19:03.495082000",0.002143,5,,,86.0,,
"Oct 13, 2023 16:19:03.497004000",0.001922,65,0x0000,0xffff,244.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.499447000",0.002443,45,0x054f,0x0000,87.0,0x054f,0x0000
"Oct 13, 2023 16:19:03.501270000",0.001823,5,,,87.0,,
"Oct 13, 2023 16:19:03.520029000",0.018759,50,0x054f,0x0000,88.0,0x054f,0x0000
"Oct 13, 2023 16:19:03.522012000",0.001983,5,,,88.0,,
"Oct 13, 2023 16:19:03.534865000",0.012853,45,0x0000,0x054f,245.0,0x0000,0x054f
"Oct 13, 2023 16:19:03.536674000",0.001809,5,,,245.0,,
"Oct 13, 2023 16:19:03.538599000",0.001925,45,0x054f,0x0000,89.0,0x054f,0x0000
"Oct 13, 2023 16:19:03.540422000",0.001823,5,,,89.0,,
"Oct 13, 2023 16:19:03.652757000",0.112335,65,0xebe5,0xffff,194.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.658856000",0.006099,64,0xc8f0,0xffff,112.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.670934000",0.012078,64,0x6e5f,0xffff,84.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.677616000",0.006682,65,0xc8f0,0xffff,113.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.688108000",0.010492,65,0xe694,0xffff,105.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.695453000",0.007345,65,0x6e5f,0xffff,85.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.853584000",0.158131,64,0x054f,0xffff,90.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.875171000",0.021587,64,0x09ac,0xffff,7.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.878149000",0.002978,65,0x054f,0xffff,91.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.885317000",0.007168,65,0x482d,0xffff,171.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.898491000",0.013174,65,0xebe5,0xffff,195.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.901563000",0.003072,65,0x09ac,0xffff,8.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.905058000",0.003495,64,0xc8f0,0xffff,114.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.916862000",0.011804,64,0x6e5f,0xffff,86.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.926831000",0.009969,64,0x82eb,0xffff,97.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.932820000",0.005989,65,0x82eb,0xffff,98.0,0x054f,0xfffd
