File Name,Original Size (KB),GZIP Size (KB),BZIP2 Size (KB),LZMA Size (KB),PPMD Size (KB),8-bit Entropy Min Size (KB),16-bit Entropy Min Size (KB),8-bit Conditional Entropy Min Size (KB),GZIP Size (KB)_ratio,BZIP2 Size (KB)_ratio,LZMA Size (KB)_ratio,PPMD Size (KB)_ratio,8-bit Entropy Min Size (KB)_ratio,16-bit Entropy Min Size (KB)_ratio,8-bit Conditional Entropy Min Size (KB)_ratio
powerLedvanceBulb3.pcapng,79.46875,20.9677734375,23.08203125,17.875,20.82421875,56.21331706745941,28.106658533729707,32.83979543453016,3.790042382748824,3.4428837366728717,4.445804195804196,3.8161695741887076,1.4136997093523702,2.8273994187047404,2.419891748669078
powerLedvanceSmart+Plug1.pcapng,59.46484375,11.513671875,13.787109375,9.7578125,12.4482421875,42.71601161731829,21.358005808659144,22.27053455852842,5.164715860899067,4.3130755064456725,6.094075260208166,4.7769671295206715,1.3920972838646588,2.7841945677293176,2.6701129958835295
powerLedvanceSmart+Plug2.pcapng,51.953125,10.2626953125,12.2431640625,8.734375,11.0146484375,37.1502177432512,18.5751088716256,18.880465431972567,5.062327528784851,4.2434394193188165,5.948121645796064,4.716730206578597,1.3984608477681921,2.7969216955363843,2.751686667216451
powerLedvanceSmart+Plug3.pcapng,52.78125,10.6904296875,12.6533203125,9.05859375,11.4326171875,38.09197234218384,19.04598617109192,19.612661980782867,4.937243080295971,4.171335957397546,5.826649417852523,4.616725036303067,1.385626596750123,2.771253193500246,2.6911823622778392
powerLedvanceZ3Plug1.pcapng,85.66796875,22.1962890625,24.5595703125,18.8671875,22.1865234375,61.58652907356293,30.793264536781464,35.879312047959786,3.859562673236834,3.4881705037973676,4.540579710144928,3.8612614991857037,1.3910179716033784,2.7820359432067567,2.3876703275549946
powerLedvanceZ3Plug2.pcapng,79.30859375,19.193359375,21.4013671875,16.2734375,19.396484375,56.14169701454285,28.070848507271425,31.805700747575305,4.1320850717411215,3.7057723020762037,4.873499759961594,4.088812808377807,1.4126504535382327,2.8253009070764654,2.4935339227212614
powerLedvanceZ3Plug3.pcapng,136.76953125,27.990234375,31.74609375,23.28515625,29.0703125,94.43079267180212,47.21539633590106,56.77134434949729,4.8863303328448815,4.308231819859727,5.873678912934071,4.7047836603063695,1.4483573353593229,2.8967146707186457,2.409129690641386
powerMoesBulb1.pcapng,82.23828125,14.5419921875,17.3564453125,12.26171875,15.984375,59.230551493201496,29.615275746600748,31.6968381320464,5.65522799006111,4.738198390817532,6.70691302962727,5.144916911045943,1.3884436186524338,2.7768872373048676,2.594526334374493
powerMoesBulb2.pcapng,74.23046875,13.2021484375,15.7626953125,11.1171875,14.474609375,53.33138505858274,26.66569252929137,28.17284668905027,5.622605222279755,4.709249736695372,6.677090653548841,5.128322763459722,1.3918721343625393,2.7837442687250786,2.6348231532758315
powerMoesBulb3.pcapng,78.98828125,13.5751953125,16.1787109375,11.359375,14.986328125,56.68990273701278,28.34495136850639,30.18363497301097,5.818574203294727,4.882235769904026,6.953576341127923,5.2706894304704806,1.3933395090908955,2.786679018181791,2.616924082226287
powerPhilipsLamp1-1.pcapng,72.42578125,14.28125,16.951171875,12.07421875,15.3330078125,52.03088568118514,26.01544284059257,28.176682573999745,5.071389496717725,4.272612052079733,5.998382400517632,4.723520794853831,1.391976713480967,2.783953426961934,2.5704154866276365
powerPhilipsLamp1-2.pcapng,80.8359375,16.0009765625,18.6962890625,13.41796875,17.0712890625,58.08580354135327,29.04290177067664,31.727168536370897,5.0519377479401895,4.3236354139462,6.024454148471616,4.73519821520508,1.3916642720187236,2.783328544037447,2.5478459386419106
powerPhilipsLamp1-3.pcapng,87.3125,15.8740234375,18.8408203125,13.34765625,17.3408203125,62.69393500816467,31.346967504082336,34.026745089943454,5.500338357428483,4.634219665163531,6.541410594088382,5.035084755307766,1.3926785739103669,2.7853571478207337,2.565996241168688
powerPhilipsLamp2-1.pcapng,14.59375,4.357421875,5.0576171875,3.7890625,4.443359375,10.092367962210515,5.0461839811052585,4.641746207613254,3.349170775437024,2.8854991311063913,3.8515463917525774,3.284395604395604,1.4460184224994859,2.8920368449989713,3.144021527084735
powerPhilipsLamp2-2.pcapng,19.23046875,4.4755859375,5.36328125,3.81640625,4.7490234375,13.369542629198143,6.684771314599073,5.937371804580602,4.296748854462143,3.58557902403496,5.038894575230297,4.049352251696484,1.4383789545651327,2.876757909130265,3.2388857196316985
powerPhilipsLamp2-3.pcapng,19.79296875,4.80859375,5.6669921875,4.1171875,5.072265625,13.802292501902413,6.901146250951206,6.236226046106985,4.116165718927701,3.492676201964501,4.807400379506642,3.902194840200231,1.4340348711833106,2.8680697423666213,3.1738696775361315
powerPhilipsLamp3-1.pcapng,73.12890625,13.6015625,16.0322265625,11.453125,14.6640625,52.21072297044808,26.10536148522404,28.173809385182647,5.376507754164273,4.561369312298227,6.38506139154161,4.986947256259989,1.4006491787403876,2.8012983574807753,2.5956343088081097
powerPhilipsLamp3-2.pcapng,29.43359375,6.5029296875,7.681640625,5.5546875,6.91796875,20.749536078403043,10.374768039201522,10.146119067409924,4.5262051359062925,3.831680650902619,5.29887482419128,4.254658385093168,1.418518160540258,2.837036321080516,2.9009706622252103
powerPhilipsLamp3-3.pcapng,19.70703125,5.43359375,6.154296875,4.625,5.5283203125,13.502159866635688,6.751079933317843,6.533276725971125,3.6268871315600286,3.2021580450650586,4.26097972972973,3.5647412118000354,1.4595465795584872,2.919093159116975,3.0164084695296127
powerPowerPlug1.pcapng,80.44140625,16.5,19.275390625,13.890625,17.4541015625,57.40638910540611,28.703194552703057,31.83620318920684,4.875236742424242,4.173269834836356,5.791057367829022,4.608739439377833,1.4012622550130855,2.802524510026171,2.526727379264603
powerPowerPlug2.pcapng,86.61328125,16.552734375,19.6162109375,13.93359375,17.7724609375,62.33798595315246,31.16899297657623,34.66016389024278,5.232566371681416,4.415393040274805,6.216148023549201,4.8734545854167814,1.3894141738087373,2.7788283476174747,2.4989287853420277
powerPowerPlug3.pcapng,92.6953125,17.46484375,20.6845703125,14.67578125,18.91015625,66.47350423852212,33.23675211926106,36.7626547046728,5.307537463654663,4.48137481705302,6.316209741815278,4.901879776905598,1.3944700758875,2.788940151775,2.5214531769986066
powerPowerPlug4.pcapng,63.2734375,14.123046875,16.5048828125,11.98828125,14.646484375,45.20169564932007,22.600847824660036,24.886721646252205,4.480154888673765,3.833619312466718,5.277940697295536,4.320042672356315,1.399802299251837,2.799604598503674,2.5424577169861426
powerPowerPlug5.pcapng,50.07421875,11.4404296875,13.2705078125,9.73828125,11.9482421875,35.52580649808445,17.762903249042225,18.6717608768112,4.376952624839949,3.7733460887482524,5.141997593261131,4.190927666530445,1.4095167340592254,2.819033468118451,2.6818155545355173
powerPowerPlug6.pcapng,63.43359375,12.9697265625,15.345703125,10.984375,13.8916015625,45.83291686768202,22.91645843384101,24.117231525264685,4.890896769821549,4.133638793432608,5.774893314366999,4.566326889279438,1.3840182577323301,2.7680365154646602,2.630218716586452
powerSmartSocket1.pcapng,68.0546875,20.8935546875,22.287109375,17.87109375,20.40234375,48.72655640612188,24.36327820306094,28.523647396617072,3.2572096284178547,3.053544825168697,3.808087431693989,3.3356308634884164,1.3966652380025317,2.7933304760050635,2.385904108044448
powerSmartSocket2.pcapng,90.04296875,25.6494140625,27.798828125,22.0234375,25.29296875,64.32338902676649,32.161694513383246,38.7300777580193,3.5105273177232057,3.2390922504039907,4.0885065626108545,3.56,1.39984801970759,2.79969603941518,2.324884791416564
powerSmartSocket3.pcapng,133.046875,30.6962890625,33.81640625,25.796875,31.001953125,90.8598204525986,45.429910226299306,55.35877425580753,4.334298348869023,3.9343883562435025,5.15748031496063,4.291564291564292,1.464309244033894,2.9286184880677877,2.4033565914086767
idle1.pcapng,1569.90625,516.5185546875,479.6513671875,411.43359375,455.07421875,1064.524250920756,532.262125460378,743.2902008417057,3.0393995254435966,3.2730152719158405,3.8156977792968565,3.4497806848127452,1.4747491648425255,2.949498329685051,2.112104058713851
idle2.pcapng,1353.33203125,466.392578125,434.5546875,374.1953125,410.9208984375,924.435881418725,462.2179407093625,653.2177470554009,2.901701473661288,3.114296244359348,3.616646136501242,3.2934125190418815,1.4639544596354819,2.9279089192709638,2.071793115466627
idle3.pcapng,1261.45703125,444.94140625,419.8447265625,361.5703125,395.81640625,871.1230357490748,435.5615178745374,626.3512962821088,2.835108204205259,3.0045799111929865,3.488829109137659,3.1869751009089207,1.4480813610505419,2.8961627221010837,2.013976882841541
AppInteraction1.pcapng,168.81640625,57.7431640625,55.509765625,47.8828125,52.712890625,114.48970019472752,57.24485009736376,74.7199549039823,2.9235738808368144,3.0412019281517186,3.5256159242943386,3.202564007558635,1.4745117330456101,2.9490234660912202,2.259321575701362
AppInteraction2.pcapng,165.28125,57.134765625,54.9052734375,47.34375,52.0166015625,112.2962023224492,56.1481011612246,72.98044731256252,2.892831504461081,3.0102982765060564,3.491089108910891,3.17747113489158,1.4718329434276738,2.9436658868553476,2.2647333098977764
AppInteraction3.pcapng,365.7265625,102.1298828125,102.73046875,83.42578125,95.9365234375,246.49947334325367,123.24973667162683,166.43139142931398,3.580994635736893,3.560059317844785,4.383855410404083,3.812172355174625,1.4836809082781328,2.9673618165562656,2.1974614245494055
AppInteraction4.pcapng,192.34765625,65.478515625,62.568359375,54.328125,59.6259765625,128.88430753437538,64.44215376718769,85.05943131959049,2.9375689783743475,3.074200093647573,3.540480299108427,3.2259036637895737,1.492405552931244,2.984811105862488,2.2613324973605766
AppInteraction5.pcapng,187.23046875,66.9541015625,64.892578125,56.07421875,61.11328125,128.48988467767418,64.24494233883709,86.0196367985076,2.7964002858768104,2.885237020316027,3.3389759665621734,3.0636625119846594,1.4571611549008754,2.9143223098017508,2.176601479829177
AppInteraction6.pcapng,148.22265625,51.3603515625,49.4970703125,42.875,47.0244140625,100.40083285898828,50.20041642949413,64.91295221668645,2.88593539064134,2.9945743316563087,3.457088192419825,3.1520362178888126,1.4763090308043247,2.95261806160865,2.283406488049053
,,,,,,,,,3.9705851037197726,3.6078006974702252,4.723918227947883,3.928361988048843,1.4234143718800343,2.8468287437600686,2.439731126201271
,,,,,,,,,1.07501082432396,0.4313607362405943,1.455303534486479,0.579411179702576,0.0011805845401920978,0.00472233816076839,0.10527967237439077
