File Name,Original Size (KB),GZIP Size (KB),BZIP2 Size (KB),LZMA Size (KB),PPMD Size (KB),8-bit Entropy Min Size (KB),16-bit Entropy Min Size (KB),8-bit Conditional Entropy Min Size (KB),GZIP Size (KB)_ratio,BZIP2 Size (KB)_ratio,LZMA Size (KB)_ratio,PPMD Size (KB)_ratio,8-bit Entropy Min Size (KB)_ratio,16-bit Entropy Min Size (KB)_ratio,8-bit Conditional Entropy Min Size (KB)_ratio
powerLedvanceBulb3.pcapng,41.203125,11.814453125,12.90234375,10.12109375,11.7880859375,29.134408126536528,14.567204063268264,15.545393826640282,3.487518598115391,3.1934604904632153,4.071015052103435,3.495319360450667,1.4142427339195165,2.828485467839033,2.6505037736252026
powerLedvancePlug1.pcapng,37.734375,10.7607421875,11.73046875,9.16015625,10.8466796875,26.524539647093256,13.262269823546628,13.678969787641956,3.5066702967601415,3.2167832167832167,4.119402985074627,3.478887188259656,1.4226212971856496,2.845242594371299,2.7585684876715284
powerLedvancePlug2.pcapng,43.48046875,11.5205078125,13.0830078125,9.8828125,11.8310546875,31.22245033258538,15.61122516629269,16.475105385502527,3.774179876239722,3.3234306187952525,4.399604743083004,3.6751134956665292,1.3926027037225042,2.7852054074450083,2.639161797912454
powerLedvancePlug3.pcapng,31.265625,9.4208984375,10.251953125,8.08203125,9.4599609375,21.985915263742147,10.992957631871072,11.105361799409357,3.318751943609412,3.0497237569060776,3.8685355244079265,3.3050480024775473,1.4220752070104352,2.844150414020871,2.815363025963087
powerLedvanceSmart+Plug1.pcapng,37.55078125,10.0947265625,11.1337890625,8.65234375,10.3681640625,26.75122316696813,13.375611583484067,13.243347062562735,3.7198413466189417,3.3726866064380316,4.339954853273138,3.6217387209192804,1.4037033378109958,2.807406675621991,2.8354449273742364
powerLedvanceSmart+Plug2.pcapng,34.265625,7.8427734375,9.244140625,6.7109375,8.3046875,24.08828996595049,12.044144982975244,11.99919354606703,4.369069854314531,3.7067399112613564,5.105937136204889,4.126058325493886,1.422501350176184,2.8450027003523686,2.855660663231091
powerLedvanceSmart+Plug3.pcapng,23.75,5.7744140625,6.8193359375,4.97265625,6.080078125,16.701755505510118,8.350877752755059,7.7393313973600595,4.112971418907492,3.4827438063869396,4.776119402985074,3.906199807259878,1.4220062072016668,2.8440124144033336,3.0687405385045654
powerMoesBulb1.pcapng,46.71875,12.2255859375,14.0400390625,10.5546875,12.4990234375,34.25276803752945,17.126384018764725,18.485149993504663,3.821391484942887,3.3275370383251026,4.426350851221318,3.737792015001172,1.3639408630803809,2.7278817261607617,2.5273665626957906
powerMoesBulb2.pcapng,107.54296875,21.08203125,24.46875,17.203125,22.849609375,75.86847515004628,37.93423757502314,42.14594360127292,5.101167315175097,4.3951149425287355,6.251362397820164,4.706556115907342,1.417492160443591,2.834984320887182,2.5516801751415032
powerMoesBulb3.pcapng,40.16015625,11.142578125,12.3564453125,9.61328125,11.3125,28.73232204356613,14.366161021783066,14.912987966987757,3.6042068361086765,3.250138307120841,4.177570093457944,3.5500690607734806,1.397734446561824,2.7954688931236475,2.6929651079247714
powerPhilipsLamp1-1.pcapng,30.4609375,8.1513671875,9.181640625,6.96484375,8.3564453125,21.380190484253784,10.690095242126892,10.68304330104393,3.736911465197077,3.3175920017017657,4.373527762198542,3.6452027579759263,1.4247271333917282,2.8494542667834564,2.8513352086688073
powerPhilipsLamp1-2.pcapng,17.80859375,4.6123046875,5.3984375,3.94921875,4.765625,12.254642463506354,6.127321231753177,5.6546199788659495,3.8611052297268684,3.2988422575976846,4.509396636993076,3.7368852459016395,1.4532120217324174,2.9064240434648347,3.14938825536629
powerPhilipsLamp1-3.pcapng,20.33984375,4.615234375,5.51953125,3.94140625,4.9130859375,14.104136644793437,7.052068322396718,6.432861900783983,4.407109606432501,3.6850672328379335,5.160555004955401,4.139932419002187,1.442119022401026,2.884238044802052,3.1618654439824287
powerPhilipsLamp2-1.pcapng,36.26953125,10.0615234375,11.18359375,8.609375,10.2080078125,25.64908179839246,12.82454089919623,13.376435473172998,3.604775308162671,3.2431016416346488,4.212794918330308,3.553046972161102,1.4140674327091574,2.8281348654183147,2.711449647609041
powerPhilipsLamp2-2.pcapng,39.08203125,10.3232421875,11.896484375,8.91015625,10.6181640625,28.357671193833443,14.178835596916722,15.010732331321194,3.7858291552360233,3.2851748481365948,4.386234107847435,3.680676906097673,1.3781819735077059,2.7563639470154118,2.6036058992572904
powerPhilipsLamp2-3.pcapng,33.4609375,9.3330078125,10.447265625,7.98046875,9.5087890625,23.736337121311188,11.868168560655594,12.23574601652135,3.5852254891702415,3.2028416526453545,4.19285364659814,3.518948341378248,1.4096925456100713,2.8193850912201426,2.7346871580056726
powerPhilipsLamp3-1.pcapng,40.453125,10.4462890625,11.978515625,8.9375,10.77734375,28.60332005708611,14.301660028543054,15.053204675709647,3.8724876133495374,3.377140061959889,4.526223776223776,3.75353388909025,1.4142807519988665,2.828561503997733,2.687343052292148
powerPhilipsLamp3-2.pcapng,32.59765625,9.6337890625,10.650390625,8.30078125,9.7890625,22.79336867111127,11.396684335555635,11.773584137866315,3.383679675620882,3.060700531817348,3.927058823529412,3.3300079808459695,1.4301377177000985,2.860275435400197,2.7687113684573843
powerPhilipsLamp3-3.pcapng,28.453125,8.7294921875,9.57421875,7.5390625,8.70703125,20.07312200367224,10.036561001836118,10.21682977931902,3.2594249916097997,2.9718482252141984,3.774093264248705,3.267833109017497,1.4174738236929312,2.834947647385863,2.7849269895437643
powerSmartPowerPlug1.pcapng,55.0390625,14.4150390625,16.21484375,12.24609375,14.5673828125,38.41840907589339,19.209204537946697,21.86100963913829,3.818169500711334,3.39436280414358,4.494417862838915,3.7782395924113428,1.4326221159047332,2.8652442318094664,2.517681635410939
powerSmartPowerPlug2.pcapng,43.328125,11.0712890625,12.6455078125,9.453125,11.310546875,30.58238685141563,15.291193425707815,16.475980313785573,3.913557378495193,3.4263649702679744,4.583471074380165,3.8307718874115007,1.4167672788428671,2.8335345576857343,2.62977523490648
powerSmartPowerPlug3.pcapng,42.21875,10.6201171875,12.05078125,9.0546875,10.8310546875,29.688399988967618,14.844199994483809,15.715250267718195,3.9753563218390804,3.5034035656401943,4.662640207075064,3.8979352628257145,1.422062152749516,2.844124305499032,2.6864828291487353
powerSmartPowerPlug4.pcapng,54.00390625,15.861328125,17.0341796875,13.44140625,15.701171875,37.1708482636988,18.5854241318494,21.32061308874066,3.404753109223002,3.1703262053545833,4.017727404824179,3.4394825227018284,1.4528564391881373,2.9057128783762747,2.5329434020131094
powerSmartPowerPlug5.pcapng,31.16015625,9.529296875,10.490234375,8.35546875,9.5361328125,21.91366053837086,10.95683026918543,11.439430843502189,3.269932363189178,2.9703965741947496,3.7293127629733522,3.267588325652842,1.421951216020642,2.843902432041284,2.7239254012099345
powerSmartPowerPlug6.pcapng,45.8984375,11.8642578125,13.3837890625,10.08203125,12.1123046875,32.13802261917237,16.069011309586184,17.435405167566557,3.868631163058688,3.4294053265231668,4.552499031383185,3.789405788922035,1.428166195658182,2.856332391316364,2.6324847090666146
powerSmartSocket1.pcapng,59.36328125,17.4931640625,18.947265625,14.9609375,17.4296875,41.99115963612778,20.99557981806389,24.21337267737498,3.393513091051192,3.1330790640140194,3.9678851174934726,3.4058718063648588,1.4137090226707105,2.827418045341421,2.4516733806963273
powerSmartSocket2.pcapng,60.2578125,16.4814453125,18.234375,14.0234375,16.607421875,42.6306378563585,21.31531892817925,24.31174358443245,3.656100017775671,3.3046272493573263,4.2969359331476324,3.62836645889686,1.4134860637796522,2.8269721275593045,2.4785475501059873
powerSmartSocket3.pcapng,46.48046875,13.7783203125,14.9619140625,11.765625,13.779296875,33.02757314738471,16.513786573692354,18.090819291372867,3.3734495711956907,3.1065857320018275,3.950531208499336,3.373210489014883,1.4073231642719277,2.8146463285438554,2.5692848953593583
scenario1.pcapng,415.296875,156.931640625,152.3466796875,131.640625,144.0732421875,296.5310711651985,148.26553558259926,212.1752277782976,2.6463552751123225,2.7259988589963013,3.1547774480712167,2.8825399407582135,1.400517232032783,2.801034464065566,1.9573297003076378
scenario2.pcapng,408.12890625,155.349609375,149.1533203125,129.6328125,142.291015625,291.81128686667466,145.90564343333733,206.2818447808343,2.6271640327386567,2.736304531437214,3.1483456879406977,2.8682689800008236,1.3986056215723746,2.797211243144749,1.9785013396773703
,,,,,,,,,3.4100040217568104,3.156253232314948,4.01487202803999,3.435900546912814,1.4195017764324993,2.839003552864999,2.510405788163803
,,,,,,,,,0.33880452464382205,0.11205700355589127,0.4510637017809543,0.1719919588864672,0.000554048180019371,0.0022161927200774856,0.11981069860026985
